,First_pokemon,Second_pokemon,Winner
5490,Venipede,Clauncher,Venipede
5491,Qwilfish,Paras,Qwilfish
5492,Pidgey,Magby,Magby
5493,Dwebble,Misdreavus,Misdreavus
5494,Klink,Deino,Deino
5495,Aerodactyl,Hippopotas,Aerodactyl
5496,Registeel,Corphish,Registeel
5497,Shuppet,Croagunk,Croagunk
5498,Clamperl,Ducklett,Ducklett
5499,Elgyem,Lileep,Elgyem
5500,Luvdisc,Vanillite,Luvdisc
5501,Carvanha,Slakoth,Carvanha
5502,Lunatone,Woobat,Woobat
5503,Anorith,Shroomish,Anorith
5504,Emolga,Bidoof,Emolga
5505,Pansage,Pansear,Pansear
5506,Feebas,Skarmory,Feebas
5507,Misdreavus,Larvitar,Misdreavus
5508,Pancham,Dwebble,Dwebble
5509,Durant,Pidove,Durant
5510,Gligar,Larvitar,Gligar
5511,Victini,Squirtle,Victini
5512,Onix,Grimer,Onix
5513,Bidoof,Cacnea,Cacnea
5514,Murkrow,Luvdisc,Luvdisc
5515,Clauncher,Manaphy,Manaphy
5516,Pachirisu,Croagunk,Pachirisu
5517,Cacnea,Remoraid,Remoraid
5518,Pachirisu,Fletchling,Pachirisu
5519,Exeggcute,Cubchoo,Cubchoo
5520,Koffing,Torchic,Torchic
5521,Shuckle,Alomomola,Alomomola
5522,Mankey,Munna,Mankey
5523,Misdreavus,Trubbish,Misdreavus
5524,Jirachi,Yanma,Jirachi
5525,Latias,Entei,Latias
5526,Vullaby,Cresselia,Vullaby
5527,Mankey,Murkrow,Murkrow
5528,Suicune,Mareep,Suicune
5529,Yveltal,Exeggcute,Yveltal
5530,Numel,Shuppet,Shuppet
5531,Onix,Dunsparce,Onix
5532,Vullaby,Combee,Combee
5533,Drifloon,Patrat,Patrat
5534,Espurr,Kyurem,Kyurem
5535,Azelf,Patrat,Azelf
5536,Clamperl,Shieldon,Clamperl
5537,Raikou,Timburr,Raikou
5538,Cyndaquil,Abra,Abra
5539,Mareep,Dratini,Dratini
5540,Tepig,Seedot,Tepig
5541,Litleo,Skrelp,Litleo
5542,Rayquaza,Tentacool,Rayquaza
5543,Cyndaquil,Stunky,Stunky
5544,Suicune,Treecko,Suicune
5545,Taillow,Suicune,Suicune
5546,Torchic,Corsola,Torchic
5547,Smoochum,Seel,Smoochum
5548,Piplup,Illumise,Illumise
5549,Articuno,Alomomola,Articuno
5550,Ralts,Wingull,Wingull
5551,Bellsprout,Kricketot,Bellsprout
5552,Mareep,Paras,Mareep
5553,Rattata,Zekrom,Zekrom
5554,Cresselia,Minun,Minun
5555,Omanyte,Audino,Audino
5556,Kyurem,Litleo,Kyurem
5557,Solrock,Trapinch,Trapinch
5558,Munchlax,Hippopotas,Munchlax
5559,Terrakion,Latias,Latias
5560,Bouffalant,Numel,Bouffalant
5561,Elgyem,Manaphy,Manaphy
5562,Helioptile,Shuppet,Helioptile
5563,Timburr,Entei,Entei
5564,Budew,Krabby,Budew
5565,Swinub,Regigigas,Regigigas
5566,Spheal,Lugia,Lugia
5567,Virizion,Drilbur,Virizion
5568,Zorua,Baltoy,Zorua
5569,Tyrogue,Azelf,Azelf
5570,Misdreavus,Meditite,Misdreavus
5571,Tynamo,Pancham,Tynamo
5572,Bonsly,Mienfoo,Mienfoo
5573,Patrat,Durant,Durant
5574,Chingling,Jirachi,Jirachi
5575,Entei,Houndour,Entei
5576,Wingull,Latios,Latios
5577,Goldeen,Bulbasaur,Goldeen
5578,Litleo,Girafarig,Girafarig
5579,Whismur,Ponyta,Ponyta
5580,Barboach,Dwebble,Barboach
5581,Staryu,Litleo,Staryu
5582,Kricketot,Throh,Throh
5583,Heracross,Magby,Heracross
5584,Bellsprout,Dwebble,Dwebble
5585,Minccino,Chatot,Chatot
5586,Phanpy,Skorupi,Skorupi
5587,Tympole,Corphish,Tympole
5588,Phanpy,Dratini,Dratini
5589,Suicune,Slakoth,Suicune
5590,Feebas,Zorua,Feebas
5591,Elekid,Electrike,Elekid
5592,Pansear,Hippopotas,Pansear
5593,Uxie,Raikou,Raikou
5594,Ho-oh,Nosepass,Ho-oh
5595,Piplup,Doduo,Doduo
5596,Dialga,Chinchou,Dialga
5597,Spritzee,Lickitung,Lickitung
5598,Mantyke,Larvesta,Larvesta
5599,Uxie,Wooper,Uxie
5600,Phantump,Nosepass,Phantump
5601,Seel,Venonat,Venonat
5602,Litwick,Bagon,Bagon
5603,Mew,Snivy,Mew
5604,Munna,Shinx,Shinx
5605,Amaura,Ledyba,Ledyba
5606,Sawk,Deino,Sawk
5607,Smeargle,Snubbull,Snubbull
5608,Illumise,Exeggcute,Illumise
5609,Meowth,Foongus,Foongus
5610,Sandile,Sewaddle,Sandile
5611,Dialga,Shinx,Dialga
5612,Poochyena,Gastly,Poochyena
5613,Growlithe,Snover,Growlithe
5614,Honedge,Fletchling,Fletchling
5615,Magby,Poochyena,Magby
5616,Petilil,Pinsir,Pinsir
5617,Solrock,Pidgey,Solrock
5618,Yveltal,Heatran,Yveltal
5619,Girafarig,Ledyba,Girafarig
5620,Trapinch,Sandile,Sandile
5621,Heatran,Houndour,Heatran
5622,Illumise,Cubone,Illumise
5623,Trubbish,Rayquaza,Rayquaza
5624,Kyogre,Pansear,Kyogre
5625,Spritzee,Larvesta,Larvesta
5626,Minccino,Kecleon,Minccino
5627,Skrelp,Lunatone,Lunatone
5628,Darumaka,Spinarak,Darumaka
5629,Sandile,Solrock,Sandile
5630,Meditite,Gulpin,Meditite
5631,Spheal,Kangaskhan,Kangaskhan
5632,Bagon,Helioptile,Helioptile
5633,Bulbasaur,Tropius,Tropius
5634,Misdreavus,Venipede,Misdreavus
5635,Staryu,Mew,Mew
5636,Spritzee,Binacle,Binacle
5637,Treecko,Gothita,Treecko
5638,Spoink,Mareep,Spoink
5639,Latias,Emolga,Latias
5640,Volcanion,Meditite,Volcanion
5641,Uxie,Stantler,Uxie
5642,Mew,Feebas,Mew
5643,Tirtouga,Pinsir,Pinsir
5644,Staryu,Relicanth,Staryu
5645,Tangela,Tauros,Tauros
5646,Togepi,Darkrai,Darkrai
5647,Mawile,Ekans,Ekans
5648,Kecleon,Goldeen,Goldeen
5649,Slowpoke,Aipom,Aipom
5650,Cubone,Yveltal,Yveltal
5651,Skorupi,Bidoof,Skorupi
5652,Regirock,Baltoy,Baltoy
5653,Nosepass,Gligar,Gligar
5654,Magnemite,Celebi,Celebi
5655,Lugia,Gible,Lugia
5656,Noibat,Onix,Onix
5657,Yanma,Skorupi,Yanma
5658,Drifloon,Clauncher,Drifloon
5659,Budew,Weedle,Budew
5660,Carnivine,Sigilyph,Sigilyph
5661,Nosepass,Noibat,Noibat
5662,Honedge,Torchic,Torchic
5663,Cherubi,Snubbull,Cherubi
5664,Misdreavus,Castform,Castform
5665,Petilil,Celebi,Celebi
5666,Bagon,Houndour,Houndour
5667,Shieldon,Terrakion,Terrakion
5668,Cresselia,Stunky,Cresselia
5669,Wingull,Chespin,Chespin
5670,Spoink,Shieldon,Spoink
5671,Lillipup,Mienfoo,Mienfoo
5672,Absol,Surskit,Absol
5673,Totodile,Pawniard,Pawniard
5674,Registeel,Cacnea,Registeel
5675,Lickitung,Sandile,Sandile
5676,Wingull,Binacle,Wingull
5677,Mantyke,Pichu,Pichu
5678,Chikorita,Lugia,Lugia
5679,Darkrai,Mantyke,Darkrai
5680,Dwebble,Mienfoo,Mienfoo
5681,Dunsparce,Alomomola,Alomomola
5682,Sigilyph,Joltik,Sigilyph
5683,Manaphy,Absol,Manaphy
5684,Mantyke,Exeggcute,Mantyke
5685,Corphish,Beldum,Corphish
5686,Oddish,Gothita,Gothita
5687,Larvitar,Carnivine,Carnivine
5688,Cyndaquil,Mantyke,Cyndaquil
5689,Heatran,Wynaut,Heatran
5690,Sunkern,Dialga,Dialga
5691,Drilbur,Purrloin,Drilbur
5692,Anorith,Munna,Anorith
5693,Darumaka,Dunsparce,Darumaka
5694,Koffing,Meditite,Meditite
5695,Pansage,Exeggcute,Pansage
5696,Fletchling,Munchlax,Munchlax
5697,Groudon,Hippopotas,Groudon
5698,Carvanha,Plusle,Plusle
5699,Regigigas,Exeggcute,Regigigas
5700,Barboach,Genesect,Genesect
5701,Regirock,Gible,Regirock
5702,Gulpin,Shieldon,Gulpin
5703,Whismur,Cryogonal,Cryogonal
5704,Porygon,Cobalion,Cobalion
5705,Tympole,Kyurem,Kyurem
5706,Spiritomb,Ekans,Ekans
5707,Elgyem,Delibird,Delibird
5708,Grimer,Heatmor,Heatmor
5709,Staryu,Ekans,Staryu
5710,Abra,Cobalion,Cobalion
5711,Dunsparce,Kyogre,Kyogre
5712,Lickitung,Drowzee,Drowzee
5713,Bonsly,Articuno,Articuno
5714,Munchlax,Spoink,Munchlax
5715,Chatot,Tynamo,Chatot
5716,Krabby,Happiny,Krabby
5717,Magnemite,Mewtwo,Mewtwo
5718,Bagon,Omanyte,Bagon
5719,Zapdos,Articuno,Zapdos
5720,Tympole,Buizel,Buizel
5721,Registeel,Groudon,Groudon
5722,Piplup,Solrock,Solrock
5723,Meditite,Pidove,Meditite
5724,Articuno,Raikou,Raikou
5725,Fletchling,Zubat,Fletchling
5726,Onix,Darumaka,Onix
5727,Whismur,Elgyem,Elgyem
5728,Heatmor,Taillow,Taillow
5729,Lotad,Remoraid,Remoraid
5730,Skorupi,Drifloon,Drifloon
5731,Shuppet,Phantump,Shuppet
5732,Doduo,Nosepass,Doduo
5733,Phantump,Seel,Seel
5734,Electrike,Kabuto,Electrike
5735,Patrat,Mawile,Mawile
5736,Reshiram,Torchic,Reshiram
5737,Corsola,Elgyem,Corsola
5738,Tirtouga,Vullaby,Tirtouga
5739,Meowth,Frillish,Frillish
5740,Buizel,Relicanth,Buizel
5741,Mareep,Palkia,Palkia
5742,Seedot,Combee,Combee
5743,Zigzagoon,Plusle,Plusle
5744,Cryogonal,Seel,Cryogonal
5745,Corphish,Mudkip,Mudkip
5746,Treecko,Durant,Durant
5747,Sigilyph,Honedge,Sigilyph
5748,Latios,Diglett,Latios
5749,Sewaddle,Axew,Axew
5750,Corsola,Kangaskhan,Kangaskhan
5751,Misdreavus,Tropius,Misdreavus
5752,Tynamo,Sigilyph,Sigilyph
5753,Turtwig,Cubchoo,Cubchoo
5754,Uxie,Mareep,Uxie
5755,Pidove,Regice,Regice
5756,Snivy,Sigilyph,Sigilyph
5757,Tympole,Gible,Tympole
5758,Horsea,Kecleon,Horsea
5759,Minccino,Remoraid,Minccino
5760,Terrakion,Entei,Terrakion
5761,Lotad,Numel,Numel
5762,Paras,Drilbur,Drilbur
5763,Spearow,Dunsparce,Spearow
5764,Zangoose,Luvdisc,Luvdisc
5765,Oshawott,Mankey,Mankey
5766,Mankey,Kyogre,Kyogre
5767,Shuppet,Durant,Durant
5768,Natu,Scraggy,Scraggy
5769,Skiddo,Houndour,Houndour
5770,Skarmory,Heracross,Heracross
5771,Yamask,Hippopotas,Hippopotas
5772,Groudon,Misdreavus,Groudon
5773,Delibird,Relicanth,Relicanth
5774,Solrock,Chatot,Chatot
5775,Skarmory,Honedge,Skarmory
5776,Clamperl,Audino,Audino
5777,Joltik,Spiritomb,Joltik
5778,Gothita,Phantump,Gothita
5779,Kecleon,Venipede,Venipede
5780,Cubone,Terrakion,Terrakion
5781,Latios,Pineco,Latios
5782,Rattata,Smeargle,Smeargle
5783,Paras,Shinx,Shinx
5784,Aerodactyl,Barboach,Aerodactyl
5785,Totodile,Wynaut,Totodile
5786,Lotad,Solrock,Solrock
5787,Raikou,Hawlucha,Hawlucha
5788,Smeargle,Gulpin,Smeargle
5789,Yanma,Pachirisu,Pachirisu
5790,Patrat,Karrablast,Karrablast
5791,Victini,Corphish,Victini
5792,Heatran,Eevee,Heatran
5793,Raikou,Virizion,Raikou
5794,Magnemite,Chimchar,Chimchar
5795,Stunky,Heracross,Heracross
5796,Corsola,Sawk,Sawk
5797,Magnemite,Croagunk,Croagunk
5798,Dunsparce,Cryogonal,Cryogonal
5799,Torchic,Voltorb,Voltorb
5800,Hoothoot,Murkrow,Murkrow
5801,Starly,Lugia,Lugia
5802,Girafarig,Azelf,Azelf
5803,Spearow,Smeargle,Smeargle
5804,Lickitung,Finneon,Finneon
5805,Natu,Ferroseed,Ferroseed
5806,Mankey,Wurmple,Mankey
5807,Larvesta,Pansage,Pansage
5808,Absol,Phanpy,Absol
5809,Baltoy,Tepig,Baltoy
5810,Delibird,Weedle,Delibird
5811,Ponyta,Spoink,Ponyta
5812,Caterpie,Kyurem,Kyurem
5813,Trubbish,Lapras,Trubbish
5814,Pansear,Mudkip,Pansear
5815,Stantler,Smoochum,Stantler
5816,Zigzagoon,Houndour,Houndour
5817,Riolu,Lapras,Lapras
5818,Psyduck,Archen,Archen
5819,Remoraid,Tangela,Remoraid
5820,Shieldon,Genesect,Genesect
5821,Shelmet,Hoothoot,Hoothoot
5822,Girafarig,Lickitung,Girafarig
5823,Terrakion,Buneary,Terrakion
5824,Luvdisc,Pancham,Pancham
5825,Houndour,Sneasel,Sneasel
5826,Magikarp,Drilbur,Magikarp
5827,Durant,Foongus,Durant
5828,Goldeen,Zorua,Zorua
5829,Shellder,Surskit,Surskit
5830,Yamask,Smoochum,Smoochum
5831,Yveltal,Staryu,Yveltal
5832,Dratini,Nosepass,Dratini
5833,Snubbull,Dedenne,Dedenne
5834,Staryu,Cyndaquil,Staryu
5835,Snubbull,Eevee,Eevee
5836,Spinda,Turtwig,Spinda
5837,Zorua,Ralts,Zorua
5838,Hoothoot,Pinsir,Pinsir
5839,Lileep,Heatmor,Heatmor
5840,Totodile,Bellsprout,Totodile
5841,Anorith,Cleffa,Anorith
5842,Totodile,Scraggy,Scraggy
5843,Diglett,Espurr,Diglett
5844,Bulbasaur,Regirock,Regirock
5845,Pineco,Lileep,Lileep
5846,Goomy,Seedot,Goomy
5847,Hippopotas,Tyrogue,Tyrogue
5848,Mawile,Treecko,Treecko
5849,Wingull,Chinchou,Wingull
5850,Magby,Chikorita,Magby
5851,Litleo,Hippopotas,Litleo
5852,Snivy,Totodile,Snivy
5853,Turtwig,Shuppet,Shuppet
5854,Gothita,Duskull,Gothita
5855,Scyther,Regirock,Scyther
5856,Latias,Patrat,Latias
5857,Stunky,Swirlix,Stunky
5858,Hoppip,Manaphy,Manaphy
5859,Terrakion,Gligar,Terrakion
5860,Shroomish,Chimchar,Chimchar
5861,Corphish,Pidove,Pidove
5862,Meowth,Mantyke,Meowth
5863,Natu,Mawile,Natu
5864,Sawk,Aipom,Aipom
5865,Terrakion,Skarmory,Terrakion
5866,Cherubi,Trubbish,Trubbish
5867,Sewaddle,Mankey,Mankey
5868,Chingling,Genesect,Genesect
5869,Luvdisc,Nosepass,Luvdisc
5870,Skorupi,Hawlucha,Hawlucha
5871,Hawlucha,Skorupi,Hawlucha
5872,Fletchling,Taillow,Taillow
5873,Murkrow,Beldum,Murkrow
5874,Zubat,Roggenrola,Roggenrola
5875,Tropius,Growlithe,Growlithe
5876,Spinarak,Zekrom,Zekrom
5877,Beldum,Snubbull,Snubbull
5878,Meditite,Aerodactyl,Aerodactyl
5879,Woobat,Mienfoo,Woobat
5880,Exeggcute,Pinsir,Pinsir
5881,Lunatone,Shroomish,Lunatone
5882,Uxie,Dwebble,Uxie
5883,Lileep,Magby,Magby
5884,Clamperl,Heatran,Heatran
5885,Registeel,Yveltal,Yveltal
5886,Dratini,Lunatone,Lunatone
5887,Shieldon,Sneasel,Sneasel
5888,Joltik,Solosis,Joltik
5889,Phanpy,Nosepass,Phanpy
5890,Celebi,Swinub,Celebi
5891,Gothita,Minccino,Minccino
5892,Onix,Diancie,Onix
5893,Shuppet,Phione,Phione
5894,Cryogonal,Patrat,Cryogonal
5895,Kricketot,Kabuto,Kabuto
5896,Pidgey,Spinarak,Pidgey
5897,Spiritomb,Corphish,Corphish
5898,Shinx,Tropius,Tropius
5899,Mawile,Carvanha,Carvanha
5900,Litleo,Elgyem,Litleo
5901,Tympole,Drilbur,Drilbur
5902,Kyurem,Entei,Entei
5903,Houndour,Corphish,Houndour
5904,Vullaby,Frillish,Vullaby
5905,Stunfisk,Whismur,Stunfisk
5906,Elekid,Caterpie,Elekid
5907,Venonat,Cherubi,Venonat
5908,Larvitar,Bergmite,Larvitar
5909,Druddigon,Heatran,Heatran
5910,Shieldon,Cryogonal,Cryogonal
5911,Throh,Stunky,Stunky
5912,Carbink,Drowzee,Carbink
5913,Finneon,Trubbish,Finneon
5914,Durant,Cobalion,Durant
5915,Gulpin,Corphish,Gulpin
5916,Wingull,Audino,Wingull
5917,Hippopotas,Remoraid,Remoraid
5918,Heatmor,Volbeat,Volbeat
5919,Pineco,Anorith,Anorith
5920,Sigilyph,Latios,Latios
5921,Machop,Slugma,Machop
5922,Phantump,Ralts,Ralts
5923,Lapras,Wailmer,Wailmer
5924,Murkrow,Gothita,Murkrow
5925,Beldum,Azurill,Beldum
5926,Spiritomb,Gastly,Spiritomb
5927,Petilil,Magikarp,Petilil
5928,Cresselia,Joltik,Cresselia
5929,Cottonee,Eevee,Cottonee
5930,Darkrai,Misdreavus,Darkrai
5931,Mewtwo,Spoink,Mewtwo
5932,Heatran,Chatot,Chatot
5933,Ducklett,Spiritomb,Ducklett
5934,Shellder,Cobalion,Cobalion
5935,Deino,Shuppet,Shuppet
5936,Pancham,Cleffa,Pancham
5937,Ducklett,Spearow,Spearow
5938,Spinarak,Finneon,Finneon
5939,Slakoth,Seviper,Seviper
5940,Spheal,Totodile,Totodile
5941,Voltorb,Azelf,Azelf
5942,Volbeat,Spiritomb,Volbeat
5943,Stunfisk,Yanma,Yanma
5944,Castform,Torkoal,Castform
5945,Totodile,Tropius,Tropius
5946,Riolu,Cranidos,Riolu
5947,Zapdos,Snubbull,Zapdos
5948,Lotad,Registeel,Registeel
5949,Celebi,Starly,Celebi
5950,Hawlucha,Skorupi,Hawlucha
5951,Archen,Cubone,Archen
5952,Golett,Abra,Abra
5953,Bunnelby,Mareep,Bunnelby
5954,Oddish,Kricketot,Oddish
5955,Magnemite,Ponyta,Ponyta
5956,Terrakion,Drowzee,Terrakion
5957,Castform,Magikarp,Magikarp
5958,Hawlucha,Spritzee,Hawlucha
5959,Squirtle,Eevee,Eevee
5960,Inkay,Munna,Inkay
5961,Seviper,Stunky,Stunky
5962,Minccino,Klink,Minccino
5963,Hippopotas,Durant,Durant
5964,Mawile,Stunfisk,Mawile
5965,Sawk,Articuno,Articuno
5966,Geodude,Spinarak,Spinarak
5967,Mudkip,Oddish,Mudkip
5968,Starly,Sandile,Sandile
5969,Goldeen,Lugia,Lugia
5970,Omanyte,Shieldon,Omanyte
5971,Stunky,Pansage,Stunky
5972,Tropius,Starly,Starly
5973,Paras,Buneary,Buneary
5974,Pinsir,Darumaka,Pinsir
5975,Pansear,Weedle,Pansear
5976,Goomy,Kabuto,Kabuto
5977,Illumise,Skarmory,Illumise
5978,Cresselia,Magby,Cresselia
5979,Patrat,Litleo,Litleo
5980,Pidgey,Bulbasaur,Pidgey
5981,Oshawott,Drilbur,Drilbur
5982,Bouffalant,Chatot,Chatot
5983,Pidgey,Binacle,Pidgey
5984,Venipede,Charmander,Charmander
5985,Corphish,Elekid,Elekid
5986,Articuno,Kyogre,Kyogre
5987,Meditite,Anorith,Anorith
5988,Minun,Hoppip,Minun
5989,Girafarig,Carbink,Girafarig
5990,Squirtle,Combee,Combee
5991,Phanpy,Carnivine,Carnivine
5992,Krabby,Pineco,Krabby
5993,Phione,Oddish,Phione
5994,Cubone,Happiny,Cubone
5995,Shellder,Spinda,Spinda
5996,Qwilfish,Vullaby,Qwilfish
5997,Grimer,Pichu,Grimer
5998,Tentacool,Druddigon,Druddigon
5999,Stantler,Porygon,Stantler
6000,Phanpy,Seel,Seel
6001,Jirachi,Victini,Victini
6002,Slowpoke,Raikou,Raikou
6003,Houndour,Stunfisk,Houndour
6004,Lunatone,Blitzle,Blitzle
6005,Seedot,Gible,Gible
6006,Magikarp,Munna,Munna
6007,Dunsparce,Vanillite,Dunsparce
6008,Yveltal,Latias,Latias
6009,Shuppet,Venonat,Venonat
6010,Luvdisc,Lotad,Luvdisc
6011,Larvitar,Porygon,Larvitar
6012,Regirock,Zigzagoon,Zigzagoon
6013,Grimer,Regigigas,Regigigas
6014,Turtwig,Glameow,Glameow
6015,Machop,Zekrom,Zekrom
6016,Staryu,Paras,Staryu
6017,Sewaddle,Sableye,Sableye
6018,Aron,Tirtouga,Aron
6019,Alomomola,Phantump,Alomomola
6020,Spoink,Drilbur,Drilbur
6021,Darkrai,Dunsparce,Darkrai
6022,Miltank,Carbink,Miltank
6023,Regirock,Amaura,Regirock
6024,Zekrom,Regice,Zekrom
6025,Darkrai,Raikou,Darkrai
6026,Scraggy,Skiddo,Skiddo
6027,Omanyte,Meowth,Meowth
6028,Surskit,Ekans,Surskit
6029,Turtwig,Drifloon,Drifloon
6030,Phione,Sentret,Phione
6031,Charmander,Numel,Charmander
6032,Bouffalant,Grimer,Bouffalant
6033,Fletchling,Horsea,Fletchling
6034,Mankey,Blitzle,Blitzle
6035,Charmander,Taillow,Taillow
6036,Deino,Cobalion,Cobalion
6037,Zorua,Paras,Zorua
6038,Cherubi,Croagunk,Croagunk
6039,Yanma,Seel,Yanma
6040,Mew,Tirtouga,Mew
6041,Squirtle,Binacle,Binacle
6042,Snorunt,Klink,Snorunt
6043,Feebas,Volcanion,Feebas
6044,Snorunt,Yveltal,Yveltal
6045,Swablu,Volcanion,Volcanion
6046,Slowpoke,Koffing,Koffing
6047,Finneon,Bidoof,Finneon
6048,Shelmet,Delibird,Delibird
6049,Illumise,Mantyke,Illumise
6050,Frillish,Solosis,Solosis
6051,Smoochum,Pidove,Smoochum
6052,Cobalion,Machop,Cobalion
6053,Shinx,Swinub,Swinub
6054,Volcanion,Clauncher,Volcanion
6055,Krabby,Shelmet,Krabby
6056,Dunsparce,Lugia,Lugia
6057,Zekrom,Cleffa,Cleffa
6058,Goldeen,Snubbull,Goldeen
6059,Entei,Shuckle,Entei
6060,Pansage,Absol,Absol
6061,Tyrogue,Shroomish,Shroomish
6062,Heatmor,Ducklett,Heatmor
6063,Snubbull,Spheal,Snubbull
6064,Tyrogue,Diglett,Diglett
6065,Snivy,Registeel,Snivy
6066,Electrike,Goldeen,Electrike
6067,Aerodactyl,Plusle,Aerodactyl
6068,Entei,Plusle,Entei
6069,Lugia,Plusle,Lugia
6070,Cherubi,Shelmet,Cherubi
6071,Porygon,Zubat,Zubat
6072,Inkay,Seel,Seel
6073,Nosepass,Squirtle,Squirtle
6074,Drowzee,Snubbull,Drowzee
6075,Jirachi,Mawile,Jirachi
6076,Pancham,Castform,Castform
6077,Onix,Lickitung,Onix
6078,Psyduck,Drifloon,Drifloon
6079,Ponyta,Karrablast,Ponyta
6080,Snivy,Bouffalant,Snivy
6081,Doduo,Skitty,Doduo
6082,Kangaskhan,Tropius,Kangaskhan
6083,Meditite,Diglett,Diglett
6084,Pichu,Tentacool,Tentacool
6085,Smoochum,Plusle,Plusle
6086,Victini,Volcanion,Victini
6087,Delibird,Tentacool,Delibird
6088,Bunnelby,Stunfisk,Bunnelby
6089,Genesect,Moltres,Genesect
6090,Wingull,Zapdos,Zapdos
6091,Lunatone,Durant,Durant
6092,Blitzle,Latias,Latias
6093,Blitzle,Shuppet,Blitzle
6094,Aipom,Snover,Aipom
6095,Zangoose,Volcanion,Zangoose
6096,Seviper,Froakie,Froakie
6097,Illumise,Terrakion,Terrakion
6098,Shuckle,Electrike,Electrike
6099,Deino,Clamperl,Deino
6100,Kabuto,Blitzle,Blitzle
6101,Regigigas,Staryu,Regigigas
6102,Illumise,Taillow,Taillow
6103,Budew,Heatran,Heatran
6104,Lotad,Aron,Aron
6105,Kecleon,Skarmory,Skarmory
6106,Munna,Bagon,Bagon
6107,Numel,Jirachi,Jirachi
6108,Nosepass,Throh,Throh
6109,Corsola,Gulpin,Gulpin
6110,Mudkip,Azelf,Azelf
6111,Druddigon,Bouffalant,Bouffalant
6112,Happiny,Seel,Seel
6113,Emolga,Amaura,Emolga
6114,Dedenne,Yamask,Dedenne
6115,Scyther,Druddigon,Scyther
6116,Lotad,Bellsprout,Bellsprout
6117,Sneasel,Goldeen,Sneasel
6118,Munna,Pachirisu,Pachirisu
6119,Bellsprout,Smeargle,Bellsprout
6120,Paras,Woobat,Woobat
6121,Registeel,Bouffalant,Bouffalant
6122,Swablu,Budew,Budew
6123,Spiritomb,Emolga,Emolga
6124,Binacle,Charmander,Charmander
6125,Pansear,Seedot,Pansear
6126,Hoppip,Mesprit,Mesprit
6127,Volbeat,Kabuto,Volbeat
6128,Sneasel,Voltorb,Sneasel
6129,Magnemite,Chimchar,Chimchar
6130,Tympole,Tangela,Tympole
6131,Snubbull,Meditite,Snubbull
6132,Munchlax,Ferroseed,Ferroseed
6133,Wynaut,Solrock,Solrock
6134,Yanma,Zekrom,Yanma
6135,Moltres,Terrakion,Terrakion
6136,Blitzle,Venipede,Blitzle
6137,Delibird,Bidoof,Delibird
6138,Diancie,Pansear,Pansear
6139,Carbink,Audino,Audino
6140,Magby,Swirlix,Magby
6141,Gible,Hippopotas,Gible
6142,Regigigas,Snover,Regigigas
6143,Feebas,Abra,Abra
6144,Tyrogue,Smeargle,Smeargle
6145,Articuno,Snivy,Articuno
6146,Petilil,Moltres,Moltres
6147,Tynamo,Ekans,Tynamo
6148,Klefki,Castform,Klefki
6149,Deino,Trapinch,Deino
6150,Munchlax,Spritzee,Munchlax
6151,Mareep,Golett,Golett
6152,Manaphy,Mewtwo,Mewtwo
6153,Bergmite,Panpour,Panpour
6154,Darumaka,Shieldon,Darumaka
6155,Grimer,Rhyhorn,Rhyhorn
6156,Klink,Kangaskhan,Kangaskhan
6157,Venonat,Finneon,Finneon
6158,Drowzee,Togepi,Drowzee
6159,Natu,Slakoth,Natu
6160,Electrike,Munna,Electrike
6161,Moltres,Swirlix,Moltres
6162,Cacnea,Purrloin,Purrloin
6163,Latios,Zigzagoon,Latios
6164,Mudkip,Krabby,Krabby
6165,Druddigon,Skorupi,Skorupi
6166,Patrat,Totodile,Totodile
6167,Krabby,Rotom,Rotom
6168,Aipom,Snubbull,Aipom
6169,Krabby,Slugma,Krabby
6170,Plusle,Shuppet,Plusle
6171,Vulpix,Minccino,Minccino
6172,Fennekin,Machop,Fennekin
6173,Deino,Sneasel,Sneasel
6174,Tirtouga,Pansage,Pansage
6175,Duskull,Spiritomb,Spiritomb
6176,Chikorita,Cyndaquil,Cyndaquil
6177,Togepi,Numel,Numel
6178,Sewaddle,Pidgey,Pidgey
6179,Poochyena,Totodile,Totodile
6180,Tyrunt,Groudon,Groudon
6181,Baltoy,Dialga,Dialga
6182,Carvanha,Wynaut,Carvanha
6183,Krabby,Latias,Latias
6184,Rotom,Foongus,Rotom
6185,Rotom,Volbeat,Volbeat
6186,Yveltal,Patrat,Yveltal
6187,Corphish,Dwebble,Dwebble
6188,Electrike,Spiritomb,Electrike
6189,Timburr,Sawk,Sawk
6190,Larvitar,Helioptile,Helioptile
6191,Terrakion,Wynaut,Terrakion
6192,Swablu,Spheal,Swablu
6193,Scyther,Koffing,Scyther
6194,Swirlix,Patrat,Swirlix
6195,Murkrow,Porygon,Murkrow
6196,Growlithe,Glameow,Glameow
6197,Buneary,Oddish,Buneary
6198,Mew,Feebas,Mew
6199,Girafarig,Clamperl,Girafarig
6200,Whismur,Yamask,Yamask
6201,Eevee,Rhyhorn,Eevee
6202,Golett,Gothita,Gothita
6203,Sewaddle,Finneon,Finneon
6204,Starly,Goldeen,Goldeen
6205,Treecko,Sandile,Treecko
6206,Absol,Sigilyph,Absol
6207,Throh,Koffing,Throh
6208,Pineco,Nincada,Nincada
6209,Abra,Alomomola,Alomomola
6210,Barboach,Skorupi,Skorupi
6211,Stunky,Aron,Aron
